repo,file,line,property,value,count
planetai,timeline/index.html,217,letter-spacing,-0.02em,1
planetai,timeline/index.html,434,letter-spacing,0.01em,1
planetai,timeline/index.html,120,letter-spacing,0.06em,1
planetai,timeline/index.html,244,letter-spacing,0.08em,1
planetai,timeline/index.html,108,letter-spacing,0.14em,1
planetai,timeline/index.html,89,letter-spacing,0.18em,1
planetai,timeline/index.html,184,rgb,"rgba(0,0,0,0.10)",1
planetai,timeline/index.html,398,rgb,"rgba(247, 245, 241, 0.7)",1
planetai,timeline/index.html,412,rgb,"rgba(247, 245, 241, 0.82)",1
planetai,timeline/index.html,59,rgb,"rgba(247, 245, 241, 0.88)",1
planetai,timeline/index.html,179,rgb,"rgba(247, 245, 241, 0.98)",1
planetai,timeline/index.html,193,rgb,"rgba(255,255,255,0.7)",1
planetai,timeline/index.html,62,rgb,"rgba(30, 30, 30, 0.10)",1
planetai,timeline/index.html,182,rgb,"rgba(30,30,30,0.10)",1
planetai,timeline/index.html,151,rgb,"rgba(30,30,30,0.20)",1
planetai,timeline/index.html,376,rgb,"rgba(32, 56, 141, 0.03)",1
planetai,timeline/index.html,377,rgb,"rgba(32, 56, 141, 0.06)",1
planetai,timeline/index.html,50,rgb,"rgba(32, 56, 141, 0.25)",1
planetai,timeline/index.html,58,z-index,50,1
planetai,timeline/index.html,189,z-index,60,1
planetai-node,app/static/index.html,45,border-radius,999px,13
planetai-node,app/static/index.html,34,border-radius,50%,7
planetai-node,app/static/index.html,167,border-radius,12px,3
planetai-node,app/static/index.html,55,border-radius,30px,2
planetai-node,app/static/index.html,153,border-radius,8px,2
planetai-node,app/static/index.html,109,border-radius,10px,1
planetai-node,app/static/index.html,57,border-radius,12px 30px 30px 30px,1
planetai-node,app/static/index.html,112,border-radius,18px,1
planetai-node,app/static/index.html,57,border-radius,30px 12px 30px 30px,1
planetai-node,app/static/index.html,57,border-radius,30px 30px 30px 12px,1
planetai-node,app/static/index.html,220,box-shadow,"0 0 0 3px rgba(122,201,67,.45)",1
planetai-node,app/static/index.html,214,box-shadow,"0 20px 50px rgba(0,0,0,.4)",1
planetai-node,app/static/index.html,192,box-shadow,"inset 0 0 0 1.5px rgba(244,236,226,.22)",1
planetai-node,app/static/index.html,96,box-shadow,"inset 0 0 0 1.5px rgba(244,236,226,.25)",1
planetai-node,app/static/index.html,311,font-family,"ui-monospace,monospace",3
planetai-node,app/static/index.html,25,font-family,var(--fd),1
planetai-node,app/static/index.html,160,font-shorthand,600 10px var(--fb),4
planetai-node,app/static/index.html,103,font-shorthand,500 12.5px var(--fb),3
planetai-node,app/static/index.html,151,font-shorthand,500 12px var(--fb),3
planetai-node,app/static/index.html,520,font-shorthand,500 13px var(--fb),3
planetai-node,app/static/index.html,167,font-shorthand,500 14.5px var(--fb),3
planetai-node,app/static/index.html,46,font-shorthand,500 14px var(--fb),3
planetai-node,app/static/index.html,24,font-shorthand,600 10.5px var(--fb),3
planetai-node,app/static/index.html,513,font-shorthand,italic 500 14px var(--fb),3
planetai-node,app/static/index.html,194,font-shorthand,600 11px var(--fb),2
planetai-node,app/static/index.html,138,font-shorthand,600 12.5px var(--fb),2
planetai-node,app/static/index.html,153,font-shorthand,600 12px var(--fb),2
planetai-node,app/static/index.html,181,font-shorthand,600 13px var(--fb),2
planetai-node,app/static/index.html,173,font-shorthand,600 9.5px var(--fb),2
planetai-node,app/static/index.html,44,font-shorthand,800 17px var(--fd),2
planetai-node,app/static/index.html,23,font-shorthand,inherit,2
planetai-node,app/static/index.html,21,font-shorthand,16px/1.65 var(--fb),1
planetai-node,app/static/index.html,110,font-shorthand,400 11px var(--fb),1
planetai-node,app/static/index.html,602,font-shorthand,500 11px var(--fb),1
planetai-node,app/static/index.html,214,font-shorthand,500 13.5px var(--fb),1
planetai-node,app/static/index.html,99,font-shorthand,"500 clamp(1.35rem,2.5vw,2.1rem)/1.32 var(--fd)",1
planetai-node,app/static/index.html,195,font-shorthand,"500 clamp(1.6rem,3.4vw,3rem)/1.28 var(--fd)",1
planetai-node,app/static/index.html,518,font-shorthand,600 13.5px var(--fb),1
planetai-node,app/static/index.html,128,font-shorthand,600 14.5px var(--fb),1
planetai-node,app/static/index.html,114,font-shorthand,600 14.5px/1.4 var(--fb),1
planetai-node,app/static/index.html,173,font-shorthand,600 15px var(--fb),1
planetai-node,app/static/index.html,212,font-shorthand,700 14px var(--fb),1
planetai-node,app/static/index.html,186,font-shorthand,700 15px var(--fb),1
planetai-node,app/static/index.html,170,font-shorthand,800 1.45rem var(--fd),1
planetai-node,app/static/index.html,207,font-shorthand,800 15px var(--fd),1
planetai-node,app/static/index.html,512,font-shorthand,800 18px var(--fd),1
planetai-node,app/static/index.html,540,font-shorthand,800 20px var(--fd),1
planetai-node,app/static/index.html,539,font-shorthand,800 22px var(--fd),1
planetai-node,app/static/index.html,529,font-shorthand,800 24px var(--fd),1
planetai-node,app/static/index.html,536,font-shorthand,800 34px var(--fd),1
planetai-node,app/static/index.html,88,font-shorthand,"800 clamp(1.4rem,2.3vw,2rem) var(--fd)",1
planetai-node,app/static/index.html,143,font-shorthand,italic 600 12.5px var(--fb),1
planetai-node,app/static/index.html,44,font-size,13px,7
planetai-node,app/static/index.html,48,font-size,12.5px,6
planetai-node,app/static/index.html,89,font-size,13.5px,4
planetai-node,app/static/index.html,139,font-size,12px,3
planetai-node,app/static/index.html,101,font-size,15.5px,2
planetai-node,app/static/index.html,183,font-size,15px,2
planetai-node,app/static/index.html,259,font-size,"1.25rem"">The day it just had.</h2><div class=""sub"" id=""day-s",1
planetai-node,app/static/index.html,276,font-size,"1.25rem"">The land, year over year.</h2><span class=""prov"" id",1
planetai-node,app/static/index.html,128,font-size,11.5px,1
planetai-node,app/static/index.html,231,font-size,11px,1
planetai-node,app/static/index.html,311,font-size,"13.5px"">.env</code>. A value set here overrides the same key",1
planetai-node,app/static/index.html,311,font-size,"13.5px"">.env</code>.</p>",1
planetai-node,app/static/index.html,139,font-size,14.5px,1
planetai-node,app/static/index.html,141,font-size,14px,1
planetai-node,app/static/index.html,128,font-size,26px,1
planetai-node,app/static/index.html,63,font-size,"clamp(1.3rem,2.1vw,1.8rem)",1
planetai-node,app/static/index.html,297,font-size,"clamp(1.5rem,2.5vw,2.2rem)",1
planetai-node,app/static/index.html,310,font-size,"clamp(1.8rem,3vw,2.5rem)"">How this node was told to behave.<",1
planetai-node,app/static/index.html,197,font-size,"clamp(17px,1.8vw,22px)",1
planetai-node,app/static/index.html,134,font-size,"clamp(2.2rem,3.6vw,3rem)",1
planetai-node,app/static/index.html,146,font-size,"clamp(24px,2.6vw,32px)",1
planetai-node,app/static/index.html,100,font-size,"clamp(3.2rem,7.5vw,6rem)",1
planetai-node,app/static/index.html,119,font-size,"clamp(30px,3.4vw,42px)",1
planetai-node,app/static/index.html,199,font-size,"clamp(34px,4vw,52px)",1
planetai-node,app/static/index.html,196,font-size,"clamp(5rem,15vw,13rem)",1
planetai-node,app/static/index.html,16,hex,#e8873a,19
planetai-node,app/static/index.html,14,hex,#f4ece2,17
planetai-node,app/static/index.html,14,hex,#8a8378,13
planetai-node,app/static/index.html,16,hex,#7ac943,12
planetai-node,app/static/index.html,16,hex,#3fa9f5,10
planetai-node,app/static/index.html,14,hex,#c7bfb2,7
planetai-node,app/static/index.html,16,hex,#e62038,6
planetai-node,app/static/index.html,94,hex,#000,4
planetai-node,app/static/index.html,14,hex,#16150f,4
planetai-node,app/static/index.html,16,hex,#00a057,3
planetai-node,app/static/index.html,16,hex,#20388d,3
planetai-node,app/static/index.html,14,hex,#a39b8d,3
planetai-node,app/static/index.html,44,letter-spacing,-.02em,5
planetai-node,app/static/index.html,88,letter-spacing,-.03em,4
planetai-node,app/static/index.html,104,letter-spacing,.08em,3
planetai-node,app/static/index.html,160,letter-spacing,.12em,3
planetai-node,app/static/index.html,203,letter-spacing,.14em,3
planetai-node,app/static/index.html,25,letter-spacing,-.04em,2
planetai-node,app/static/index.html,24,letter-spacing,.24em,2
planetai-node,app/static/index.html,207,letter-spacing,-.01em,1
planetai-node,app/static/index.html,100,letter-spacing,-.05em,1
planetai-node,app/static/index.html,196,letter-spacing,-.06em,1
planetai-node,app/static/index.html,173,letter-spacing,.16em,1
planetai-node,app/static/index.html,540,letter-spacing,.1em,1
planetai-node,app/static/index.html,199,letter-spacing,.22em,1
planetai-node,app/static/index.html,194,letter-spacing,.26em,1
planetai-node,app/static/index.html,410,letter-spacing,".2em"">${t.label",1
planetai-node,app/static/index.html,455,letter-spacing,".2em"">${w.title",1
planetai-node,app/static/index.html,459,letter-spacing,".2em"">Unmapped</div><div class=""story"" s",1
planetai-node,app/static/index.html,94,rgb,"rgba(244,236,226,.06)",7
planetai-node,app/static/index.html,175,rgb,"rgba(244,236,226,.14)",4
planetai-node,app/static/index.html,45,rgb,"rgba(244,236,226,.07)",3
planetai-node,app/static/index.html,15,rgb,"rgba(244,236,226,.08)",3
planetai-node,app/static/index.html,215,rgb,"rgba(22,21,15,.3)",2
planetai-node,app/static/index.html,178,rgb,"rgba(244,236,226,.2)",2
planetai-node,app/static/index.html,15,rgb,"rgba(244,236,226,.22)",2
planetai-node,app/static/index.html,214,rgb,"rgba(0,0,0,.4)",1
planetai-node,app/static/index.html,594,rgb,"rgba(0,160,87,.22)",1
planetai-node,app/static/index.html,537,rgb,"rgba(122,201,67,.16)",1
planetai-node,app/static/index.html,220,rgb,"rgba(122,201,67,.45)",1
planetai-node,app/static/index.html,541,rgb,"rgba(232,135,58,.1)",1
planetai-node,app/static/index.html,540,rgb,"rgba(232,135,58,.16)",1
planetai-node,app/static/index.html,597,rgb,"rgba(232,135,58,.35)",1
planetai-node,app/static/index.html,459,rgb,"rgba(232,135,58,.4)",1
planetai-node,app/static/index.html,592,rgb,"rgba(244,236,226,.03)",1
planetai-node,app/static/index.html,15,rgb,"rgba(244,236,226,.05)",1
planetai-node,app/static/index.html,15,rgb,"rgba(244,236,226,.09)",1
planetai-node,app/static/index.html,168,rgb,"rgba(244,236,226,.12)",1
planetai-node,app/static/index.html,592,rgb,"rgba(244,236,226,.15)",1
planetai-node,app/static/index.html,96,rgb,"rgba(244,236,226,.25)",1
planetai-node,app/static/index.html,141,rgb,"rgba(244,236,226,.28)",1
planetai-node,app/static/index.html,539,rgb,"rgba(244,236,226,.3)",1
planetai-node,app/static/index.html,210,rgb,"rgba(244,236,226,.35)",1
planetai-node,app/static/index.html,596,rgb,"rgba(244,236,226,.78)",1
planetai-node,app/static/index.html,35,rgb,"rgba(32,56,141,.35)",1
planetai-node,app/static/index.html,104,rgb,"rgba(63,169,245,.08)",1
planetai-node,app/static/index.html,538,rgb,"rgba(63,169,245,.14)",1
planetai-node,app/static/index.html,52,z-index,1,3
planetai-node,app/static/index.html,34,z-index,0,2
planetai-node,app/static/index.html,39,z-index,2,2
planetai-node,app/static/index.html,33,z-index,4,1
planetai-node,app/static/index.html,211,z-index,5,1
planetai-node,app/static/index.html,214,z-index,8,1
planetai-node,app/static/index.html,217,z-index,9,1
